"","healthy_store_market","borough","year","address","latitude","longitude"
"589","Eddie's Place African Market INC.","Bronx",2023,"5 East 167th Street",40.836013,-73.922075
"590","Emporium Supermarket Corp","Bronx",2023,"148 East 170th Street",40.839055,-73.914663
"591","Fredarlet Deli Grocery Corp","Bronx",2023,"1575 Walton Avenue",40.843196,-73.91336
"592","La Mexicana Fruit and Grocery Corp","Bronx",2023,"1322 Jerome Avenue",40.838534,-73.918895
"593","Lay Deli Grocery INC","Bronx",2023,"125 West 165 Street",40.834307,-73.928173
"594","Leudy Deli Grocery Corp","Bronx",2023,"1310 Jerome Avenue",40.838303,-73.919091
"595","L S Grocery Deli Inc.","Bronx",2023,"1388 Jesup Avenue",40.840915,-73.920978
"596","Los Primos Mini Market Inc.","Bronx",2023,"1050 Woodycrest Avenue",40.833563,-73.927267
"597","Miandav Food Corp","Bronx",2023,"1187 Jerome Avenue",40.835731,-73.922964
"598","New Kuku's Market Corp","Bronx",2023,"111 East 167th Street",40.834957,-73.918994
"599","Pascual Jorge","Bronx",2023,"951 Odgen Avenue",NA,NA
"600","Richard's Deli Grocery & Mex Product","Bronx",2023,"1356 Jerome Avenue",40.839272,-73.918371
"601","San Jose Mini Market Corp","Bronx",2023,"1055 Walton Avenue",40.831564,-73.921538
"602","Shakespeare Deli and Grocery Inc.","Bronx",2023,"1174 Shakespeare Avenue",40.835981,-73.923438
"603","West 170st Deli Grocery Corp","Bronx",2023,"1346 Edward L Grant Highway",40.840531,-73.921604
"604","Wanda RP Corp","Bronx",2023,"104 Elliot Place",40.838847,-73.916185
"605","JLT 156 Food Corp (Bravo)","Bronx",2023,"156 West 170th Street",40.841408,-73.92466
"606","La Dura Food Corp","Bronx",2023,"73 Featherbed Lane",40.846355,-73.917433
"607","La Milagrosa","Bronx",2023,"1052 Gerard Avenue",40.831869,-73.922365
"608","Nicky Deli","Bronx",2023,"1147 River Avenue",40.834399,-73.922088
"609","711 Food Mart & Deli Corp","Brooklyn",2023,"711 Knickerbocker Avenue",40.694203,-73.910236
"610","Mini Market","Brooklyn",2023,"716 Knickerbocker Avenue",40.694189,-73.91025
"611","Woodbine Natural Deli Inc","Brooklyn",2023,"279 Woodbine Avenue",NA,NA
"612","Your Deal Food Corp","Brooklyn",2023,"472 Wilson Avenue",40.692843,-73.911925
"613","Linden & Wilson Corp","Brooklyn",2023,"338 Wilson Avenue",40.695765,-73.917053
"614","King Central Deli Inc","Brooklyn",2023,"468 Central Avenue",40.692222,-73.914876
"615","Banderas Food Corp","Brooklyn",2023,"388 Central Avenue",40.693973,-73.917946
"616","La Cana Food Corp","Brooklyn",2023,"346 central Avenue",40.694987,-73.919737
"617","Ranchadero Food Corp","Brooklyn",2023,"543 Evergreen Avenue",40.689908,-73.914807
"618","Far Deli Corp","Brooklyn",2023,"560 Greene Avenue",40.688729,-73.948238
"619","El Aguila Mini Market Corp","Brooklyn",2023,"1192 Gates Avenue",40.691959,-73.919629
"620","Laziza Deli & Grocery Corp","Brooklyn",2023,"418 Evergreen Avenue",40.693084,-73.921871
"621","Gm Bani Deli Grocery Corp","Brooklyn",2023,"311 Evergreen Avenue",40.694499,-73.924354
"622","291 Dicayagua Grocery Inc","Brooklyn",2023,"291 Evergreen",NA,NA
"623","Salt & Pepper Deli & Grill Llc","Brooklyn",2023,"854 Bushwick Avenue",40.694154,-73.926525
"624","Kev & J Grocery Inc","Brooklyn",2023,"1195 Bushwick Avenue",40.688433,-73.916251
"625","Prince Broadway Deli Corp","Brooklyn",2023,"1432 Broadway",40.688141,-73.919706
"626","Howard Natural Food Corp","Brooklyn",2023,"8 Howard Avenue",40.688516,-73.921126
"627","1291 Food Corp","Brooklyn",2023,"1291 Broadway",40.69081,-73.924333
"628","Tasty Gourmet And Deli Corp","Brooklyn",2023,"1060 Greene Avenue",40.691354,-73.925396
"629","1165 Fresh Produce Corp","Brooklyn",2023,"1165 Broadway",40.692953,-73.928106
"630","Best Deli And Grocery","Brooklyn",2023,"671 Bushwick Avenue",40.697504,-73.932591
"631","1305 Myrtle Llc","Brooklyn",2023,"1305 Myrtle Llc",NA,NA
"632","Sunrise Deli & Grill Corp","Brooklyn",2023,"214 Central Avenue",40.697996,-73.924999
"633","Jessica Deli Grocery Corp","Brooklyn",2023,"418 Jefferson Avenue",40.684342,-73.940778
"634","Inlet Market Corp","Brooklyn",2023,"416 Monroe Street",40.686439,-73.942063
"635","Healthy Organic Market Inc","Brooklyn",2023,"370 Throop Avenue",40.691515,-73.94265
"636","Cee Food Corp","Brooklyn",2023,"844 Dekalb Avenue",40.692423,-73.942155
"637","Prestige Gourmet Deli Corp","Brooklyn",2023,"362  Marcus Garvey",NA,NA
"638","G-O Deli Ortiz  Guarionex","Brooklyn",2023,"268 Marcus Garvey",NA,NA
"639","One Stop Deli & More","Brooklyn",2023,"732 Marcus Garvey",NA,NA
"640","Pastrami Deli & Grocery Corp","Brooklyn",2023,"902 Dekalb Avenue",40.692702,-73.939736
"641","Liam Deli Grocery Ny Corp","Brooklyn",2023,"892 Dekalb Avenue",40.692601,-73.940623
"642","Awgarey Abdullah’s+A71:A94+A71:A94","Brooklyn",2023,"567 Jefferson Avenue",40.685022,-73.935008
"643","Novatos Grocery Corp","Brooklyn",2023,"228 Lewis Avenue",40.688734,-73.936205
"644","Ameer Gourmet Deli Corp","Brooklyn",2023,"209 Lewis Avenue",40.689288,-73.935996
"645","Kings Gourmet Deli Inc","Brooklyn",2023,"144 Lewis Avenue",40.692028,-73.936866
"646","Stuyvesant Deli Grocery Corp","Brooklyn",2023,"59 Stuyvesant Avenue",40.693937,-73.934232
"647","Greene Market Inc","Brooklyn",2023,"137 Stuyvesant  Avenue",40.690538,-73.933553
"648","Lewis Deli & Grocery Corp","Brooklyn",2023,"334 Lewis Avenue",40.684342,-73.935333
"649","Good Times Deli & Grocery Corp","Brooklyn",2023,"857 Greene Avenue",40.690385,-73.933983
"650","Jazlynn Deli Grocery Corp","Brooklyn",2023,"222 Stuyvesant Avenue",40.687387,-73.932947
"651","Mechy Food Store Corp","Brooklyn",2023,"895 Gates Avenue",40.688623,-73.929744
"652","Green Deli Mart Inc","Brooklyn",2023,"33 Patchen Avenue",40.691322,-73.927725
"653","Patchen Deli Grocery Corp","Brooklyn",2023,"156 Patchen Avenue",40.686134,-73.926718
"654","Patchen Gourmet Grill Corp","Brooklyn",2023,"139 Patchen Avenue",40.686815,-73.926829
"655","107 Ralph Avenue Corp","Brooklyn",2023,"107 Ralph Avenue",40.686456,-73.923407
"656","NYC Deli Food Corp","Brooklyn",2023,"87 Ralph Avenue",40.687189,-73.923554
"657","World Health Juice Bar Deli 2 Corp","Brooklyn",2023,"48 Ralph Avenue",40.688649,-73.923866
"658","Gutierrez Grocery Corp","Brooklyn",2023,"545 Kickerbocker Avenue",NA,NA
"659","960 Summer Deli Grocery Corp","Brooklyn",2023,"960 Dekalb Avenue",40.693024,-73.936962
"660","200 Malcolm X Meat Corp","Brooklyn",2023,"200 Malcolm X BLVD",40.686578,-73.9298
"661","Piggy  Meat Corp","Brooklyn",2023,"301 Marcus Garvey BLVD",40.687193,-73.938868
"662","Natural And Organic Deli Corp","Brooklyn",2023,"1203 Myrtle Avenue",40.697358,-73.931971
"663","Keita West African Market Inc","Brooklyn",2023,"1225 Broadway",40.691837,-73.926142
"664","Organic Fresh Market Corps","Brooklyn",2023,"1440 Broadway",40.688051,-73.919544
"665","City Star Deli Corp","Brooklyn",2023,"1104 Bushwick",NA,NA
"666","Bissel Gardens Farmers' Market","Bronx",2016,"Baychester Ave & 241st St",40.90152793,-73.84693885
"667","Bronx Borough Hall Greenmarket","Bronx",2016,"Grand Concourse bet 161st & 162nd Sts",40.82772964,-73.92223437
"668","Friends of Van Cortlandt Park Amalgamated Housing Youth Farmstand","Bronx",2016,"Orloff Ave & Gale Pl ",40.88268166,-73.89010772
"669","Harvest Home Co-op City Farmers' Market","Bronx",2016,"Asch Loop & Aldrich St.",40.87278628,-73.82615613
"670","Harvest Home Hunts Point Market","Bronx",2016,"E 163rd St & Hunts Point Ave",40.82099409,-73.89161474
"671","Harvest Home Jacobi Hospital Farmers' Market","Bronx",2016,"1400 Pelham Pkwy at Eastchester Rd",40.8574346,-73.84708009
"672","Harvest Home Mt. Eden Farmers' Market","Bronx",2016,"Mt. Eden & Morris Aves",40.84276419,-73.9095888
"673","Harvest Home North Central Bronx Farmers' Market","Bronx",2016,"Mosholu Pkwy & Jerome Ave",40.87887971,-73.88567667
"674","Harvest Home Soundview Farmers' Market","Bronx",2016,"Morrison Ave & Harrod Pl",40.82905437,-73.87443772
"675","Harvest Home St. Mary's Park Market","Bronx",2016,"149th St & St. Ann's Ave",40.81427663,-73.91295475
"676","Harvest Home Sunday Farmers' Market","Bronx",2016,"Bronx Museum, E 165th St & Grand Concourse",40.83092328,-73.92046361
"677","Kingsbridge-Riverdale Farmers' Market","Bronx",2016,"231st St at Kingsbridge Ave",40.87981525,-73.90657675
"678","La Familia Verde Farmers' Market","Bronx",2016,"E Tremont Ave bet LaFontaine & Arthur Aves",40.84649501,-73.8943382
"679","Learn It, Grow It, Eat It Youthmarket","Bronx",2016,"McKinley Sq at 169th St & Boston Rd",40.83115177,-73.90016595
"680","Lincoln Hospital Greenmarket","Bronx",2016,"149th St bet Park & Morris Aves",40.81739612,-73.92275947
"681","Mott Haven Farmers' Market ","Bronx",2016,"139th St & St. Ann's Ave, at Padre Plaza Success Garden",40.80751388,-73.91701657
"682","New York Botanical Gardens Greenmarket","Bronx",2016,"Southern Blvd bet Mosholu Pkwy & Bedford Park Blvd",40.86804793,-73.87909687
"683","Norwood Youthmarket","Bronx",2016,"E Gun Hill Rd & Dekalb Ave",40.88222844,-73.88045976
"684","Parkchester Greenmarket","Bronx",2016,"Westchester Ave & White Plains Rd ",40.83305633,-73.86254119
"685","Poe Park Greenmarket","Bronx",2016,"192nd St bet Grand Concourse & Valentine Ave",40.86422438,-73.89579595
"686","Project EATS Montefiore Farmstand","Bronx",2016,"3011 Boston Rd",40.86976859,-73.8572479
"687","Riverdale Y Sunday Farmers' Market","Bronx",2016,"MS/HS 141, Independence Ave bet 236th & 237th Sts",40.8883234,-73.91310735
"688","Riverdale Youthmarket - ends in October","Bronx",2016,"256th St & Mosholu Ave",40.90387505,-73.90311352
"689","South Bronx Farmers' Market","Bronx",2016,"138th St bet Willis & Alexander Aves",40.81006105,-73.92514495
"690","Taqwa Community Farmers' Market","Bronx",2016,"90 West 164th St bet Ogden & Nelson Aves Ogden Aves",40.83292449,-73.92938696
"691","Agape's Bounty","Brooklyn",2016,"8712 Glenwood Rd bet 87th & 88th St",40.64041841,-73.90965758
"692","Bartel-Pritchard Square Greenmarket","Brooklyn",2016,"Prospect Park W at 15th St",40.66096396,-73.98020639
"693","Bay Ridge Greenmarket","Brooklyn",2016,"3rd Ave & 95th St",40.61728571,-74.03358994
"694","Bensonhurst Greenmarket","Brooklyn",2016,"18th Ave bet 81st & 82nd Sts",40.60966683,-73.99975579
"695","Boro Park Greenmarket","Brooklyn",2016,"14th Ave bet 49th & 50th Sts",40.63370403,-73.98991701
"696","Brooklyn Borough Hall Greenmarket","Brooklyn",2016,"Court & Montague Sts",40.69372964,-73.99045606
"697","Brownsville Pitkin Avenue Youthmarket","Brooklyn",2016,"Pitkin Ave & Thomas Boyland St",40.66927183,-73.91355493
"698","Brownsville Rockaway Youthmarket","Brooklyn",2016,"Rockaway & Livonia Aves",40.66256275,-73.90892112
"699","Bushwick Farmers' Market at Maria Hernandez Park ","Brooklyn",2016,"Knickerbocker Ave & Starr St ",40.70281849,-73.9253916
"700","Bushwick Farmers' Market on Broadway","Brooklyn",2016,"Halsey St & Broadway",40.68576938,-73.91550225
"701","Carroll Gardens Greenmarket","Brooklyn",2016,"Carroll St bet Court & Smith Sts",40.68054952,-73.99465464
"702","Cortelyou Greenmarket","Brooklyn",2016,"Cortelyou Rd bet Argyle & Rugby Rds",40.64083294,-73.9653021
"703","Cypress Hills Youthmarket","Brooklyn",2016,"Fulton & Richmond Sts",40.68204661,-73.87786931
"704","DUMBO Down to Earth Farmers' Market","Brooklyn",2016,"Pearl & Water Sts",40.70313843,-73.98759106
"705","East New York Farm Stand","Brooklyn",2016,"New Lots Ave bet Alabama & Georgia Aves",40.6611343,-73.89469308
"706","East New York Farmers' Market ","Brooklyn",2016,"Schenck Ave bet New Lots & Livonia Aves",40.6658587,-73.8866906
"707","Edible Schoolyard NYC's Farm Stand at PS 216 (Sept-Nov only)","Brooklyn",2016,"Avenue X & East 1st St",40.5906565,-73.96929957
"708","Flatbush Junction Youthmarket","Brooklyn",2016,"Nostrand & Flatbush Aves by subway entrance",40.63289384,-73.94769921
"709","Fort Greene Park Greenmarket","Brooklyn",2016,"Washington Park bet DeKalb & Willoughby Aves",40.69171508,-73.97354058
"710","Graham Avenue Farmers' Market","Brooklyn",2016,"Cook St & Graham Ave",40.7023534,-73.94238272
"711","Grand Army Plaza Greenmarket","Brooklyn",2016,"Prospect Park W & Flatbush Ave ",40.67242371,-73.9701927
"712","Greenpoint McCarren Park Greenmarket","Brooklyn",2016,"Union Ave bet Driggs Ave & N 12th St",40.71922733,-73.95247994
"713","Harvest Home Cityline Farmers' Market","Brooklyn",2016,"Drew St bet 101 & Liberty Aves",40.67935962,-73.86335192
"714","Harvest Home Clinton Hill Farmers' Market","Brooklyn",2016,"Lafayette bet Waverly & Washington Aves",40.68821896,-73.96582192
"715","Harvest Home Coney Island Hospital Farmers' Market","Brooklyn",2016,"Ocean Pkwy bet Ave Z & Shore Pkwy",40.58656038,-73.96616917
"716","Harvest Home Kings County Hospital Farmers' Market","Brooklyn",2016,"Clarkson Ave bet E 37th and E 38th Sts",40.65583545,-73.94335635
"717","Harvest Home Marcy Park Farmers' Market","Brooklyn",2016,"Myrtle & Marcy Aves",40.69538491,-73.94920807
"718","Hattie Carthan After Church Farmers' Market","Brooklyn",2016,"49 Van Buren St bet Tompkins & Throop Aves",40.6900437,-73.94355807
"719","Hattie Carthan Community Farmers' Market","Brooklyn",2016,"Marcy Ave & Clifton Pl",40.68951881,-73.94804063
"720","High School for Public Service Youth Farm Farmers' Market","Brooklyn",2016,"600 Kingston Ave bet Rutland Rd & Winthrop St",40.65890092,-73.94245989
"721","Isabahlia Farm Stand","Brooklyn",2016,"Rockaway & Sutter Aves",40.66716393,-73.91009357
"722","Isabahlia Farm Stand Winter Market (Nov-Dec only)","Brooklyn",2016,"New Lots Ave & Sackman St, inside greenhouse",40.65792927,-73.90188848
"723","Isabahlia Farmers' Market","Brooklyn",2016,"Livonia Ave bet Powell & Junius Sts",40.66366549,-73.90145111
"724","Kensington Youthmarket","Brooklyn",2016,"Ft. Hamilton Pkwy bet E 4th & E 5th Sts",40.64917445,-73.97660258
"725","LIVE Market ","Brooklyn",2016,"Paerdegat Park, E 40th St bet Foster Ave & Farragut Rd",40.63920792,-73.93873318
"726","Malcolm X Blvd Farmers' Market","Brooklyn",2016,"Malcolm X Blvd bet Marion & Chauncey Sts",40.68051375,-73.92857127
"727","Marcy Plaza Community Farmers' Market","Brooklyn",2016,"Fulton St & Marcy Ave",40.68013369,-73.9459251
"728","McGolrick Park's Down to Earth Farmers' Market","Brooklyn",2016,"Russel St & Nassau Ave, center of park",40.72562454,-73.94449844
"729","Park Slope's Down to Earth Farmers' Market","Brooklyn",2016,"5th Ave & 4th St",40.67220165,-73.98378638
"730","Parkside Plaza Greenmarket","Brooklyn",2016,"Parkside & Ocean Aves",40.65489064,-73.96188178
"731","Pitkin Verde Farmers' Market","Brooklyn",2016,"2094 Pitkin Ave at Pennsylvania Ave",40.67198493,-73.89524914
"732","Project EATS Brooklyn Museum Farm Market","Brooklyn",2016,"200 Eastern Parkway",40.67190876,-73.96337171
"733","Project EATS Marcus Garvey Village Farm Market","Brooklyn",2016,"300 Chester St at Dumont Ave",40.66448525,-73.91038554
"734","Red Hook Farmers' Market","Brooklyn",2016,"580 Columbia St",40.6722352,-74.01100736
"735","Saratoga Youth Market","Brooklyn",2016,"Saratoga Ave & Fulton St",40.67858414,-73.91630091
"736","Sunset Park Greenmarket","Brooklyn",2016,"4th Ave bet 59th & 60th Sts",40.64084493,-74.01843209
"737","Urban Oasis Farmers' Market","Brooklyn",2016,"Clarkson & Troy Aves",40.65624918,-73.93668483
"738","Williamsburg Greenmarket","Brooklyn",2016,"Taylor St & Lee Ave",40.70700548,-73.96136506
"739","57th Street Greenmarket","Manhattan",2016,"57th St & 9th Ave",40.76792538,-73.98571616
"740","79th Street Greenmarket","Manhattan",2016,"Columbus Ave bet 78th & 81st Sts",40.78325007,-73.97454056
"741","82nd Street Greenmarket","Manhattan",2016,"82nd St bet 1st and York Aves ",40.77344836,-73.94895357
"742","92nd Street Greenmarket","Manhattan",2016,"92nd St & 1st Ave",40.78132447,-73.94613107
"743","97th Street Greenmarket","Manhattan",2016,"97th St bet Columbus & Amsterdam Aves",40.79474389,-73.96987361
"744","125th Street FreshConnect Farmers' Market","Manhattan",2016,"125th St & Adam Clayton Powell Jr Blvd",40.80898137,-73.94832667
"745","175th Street Greenmarket","Manhattan",2016,"175th St bet Wadsworth Ave & Broadway",40.84595574,-73.93781267
"746","Abingdon Square Greenmarket","Manhattan",2016,"12th St & 8th Ave",40.73755554,-74.0048296
"747","Bowling Green Greenmarket","Manhattan",2016,"Broadway & Battery Pl",40.70455726,-74.01429119
"748","Broadway French Market","Manhattan",2016,"Broadway bet 35th & 36th Sts",40.75099661,-73.98774302
"749","Chelsea's Down to Earth Farmers' Market","Manhattan",2016,"23rd Street between 8th and 9th Aves",40.74530132,-73.99848932
"750","Chenchita's Community Garden","Manhattan",2016,"112th St & Madison Ave",40.79745827,-73.94670311
"751","City Hall Greenmarket","Manhattan",2016,"Broadway & Chambers St",40.71417288,-74.00631047
"752","Columbia University Greenmarket","Manhattan",2016,"Broadway bet 114th & 116th Sts",40.80801018,-73.96390007
"753","Dag Hammarskjold Plaza Greenmarket","Manhattan",2016,"47th St & 2nd Ave",40.75300739,-73.96988887
"754","El Barrio Youth Marqueta","Manhattan",2016,"116th St & Park Ave",40.7993148,-73.94323426
"755","Fort Washington Greenmarket","Manhattan",2016,"168th St & Ft. Washington Ave",40.84216213,-73.94227971
"756","Gouverneur Health Youthmarket","Manhattan",2016,"Madison St bet Clinton & Jefferson Sts",40.71291247,-73.98692913
"757","Grass Roots Farmers' Market","Manhattan",2016,"145th St bet Edgecombe & Bradhurst Aves",40.82326784,-73.94292478
"758","Hamilton Heights Green Youth Market","Manhattan",2016,"Amsterdam between 143rd & 144th Sts",40.82394844,-73.94855352
"759","Harvest Home East Harlem Farmers' Market","Manhattan",2016,"104th St & 3rd Ave",40.79026109,-73.9456363
"760","Harvest Home East River Farmers' market","Manhattan",2016,"1st Ave bet 108th & 109th Sts",40.79091383,-73.93913168
"761","Harvest Home Harlem Hospital Farmers' Market","Manhattan",2016,"506 Lenox Ave between 135th & 137th Sts",40.81543807,-73.93997471
"762","Harvest Home Lenox Ave Farmers' Market","Manhattan",2016,"Lenox Ave bet 117th & 118th Sts",40.80309427,-73.94897343
"763","Harvest Home Metropolitan Farmers' Market","Manhattan",2016,"99th St & 3rd Ave",40.78712766,-73.94792473
"764","Harvest Home West Harlem Farmers' Market","Manhattan",2016,"Broadway bet 137th & 138th Sts",40.82138997,-73.95413402
"765","Inwood Park Greenmarket","Manhattan",2016,"Isham St bet Seaman Ave & Cooper St",40.86900872,-73.92032044
"766","Lower East Side Youthmarket","Manhattan",2016,"Grand Ave bet Pitt & Willet Sts",40.71521773,-73.98425929
"767","Morningside Park's Down to Earth Farmers' Market","Manhattan",2016,"110th St & Manhattan Ave",40.80116343,-73.95964893
"768","Mount Sinai Hospital Greenmarket","Manhattan",2016,"99th St & Madison Ave",40.78917731,-73.95274419
"769","Project EATS Frederick Douglas Houses Farmers' Market","Manhattan",2016,"100th St bet Amsterdam and Columbus Aves",40.79735361,-73.96798349
"770","Project Harmony People's Market","Manhattan",2016,"122nd St bet 7th and 8th Aves",40.80824762,-73.95258616
"771","PS 11 Farm Market","Manhattan",2016,"21st St bet 8th and 9th Aves",40.74521622,-74.00226784
"772","PS 7 Farm Stand","Manhattan",2016,"119th St & Lexington Ave, in schoolyard",40.80056486,-73.94020642
"773","Rockefeller Center Greenmarket","Manhattan",2016,"Rockefeller Plaza at 50th St",40.75907246,-73.97845183
"774","SoHA Square Farmers' Market","Manhattan",2016,"117th St & St Nicholas Ave",40.80520462,-73.95481703
"775","St. Mark's Church Greenmarket","Manhattan",2016,"10th St & 2nd Ave",40.72978449,-73.98681036
"776","Staten Island Ferry Whitehall Terminal Greenmarket","Manhattan",2016,"4 South St, inside terminal",40.70164259,-74.01186697
"777","Stuyvesant Town Greenmarket","Manhattan",2016,"14th St Loop bet 1st Ave & Ave A",40.73045054,-73.98034091
"778","Sugar Hill Greenmarket","Manhattan",2016,"155th St & St Nicholas Ave",40.83090012,-73.94136802
"779","Tompkins Square Greenmarket","Manhattan",2016,"7th St & Ave A",40.72606217,-73.98353516
"780","Tribeca Greenmarket","Manhattan",2016,"Greenwich & Chambers Sts",40.7163107,-74.01096775
"781","Tucker Square Greenmarket","Manhattan",2016,"66th St & Columbus Ave",40.77360915,-73.98157377
"782","Union Square Greenmarket","Manhattan",2016,"17th St & Broadway",40.73714078,-73.99033077
"783","Water Street Greenmarket","Manhattan",2016,"Water Street & Coenties Slip",40.70327588,-74.01034887
"784","Astoria Greenmarket","Queens",2016,"14th St bet 31st Ave & 31st Rd",40.76826578,-73.93202594
"785","Corona Greenmarket","Queens",2016,"Roosevelt Ave & 103rd St",40.74987737,-73.86272726
"786","Culinary Kids Farm Rockaway","Queens",2016,"444 Beach 58th St & Beach Channel Dr",40.59450005,-73.78807882
"787","Culinary Kids Farmers' Market (July - Sept only)","Queens",2016,"30-15 Seagirt Blvd",40.59596389,-73.76321033
"788","Ditmars Park Youthmarket","Queens",2016,"Steinway St bet Ditmars Blvd & 23rd Ave",40.77286145,-73.90606247
"789","Elmhurst Hospital Greenmarket","Queens",2016,"41st Ave bet 80th & 81st Sts",40.74589948,-73.88456233
"790","Far Rockaway Youth Market","Queens",2016,"Beach 45th St & Beach Channel Dr ",40.59562006,-73.77655262
"791","Forest Hills Greenmarket","Queens",2016,"Queens Blvd & 70th Ave",40.72188853,-73.84638618
"792","Harvest Home Rochdale Mall Farmers' Market","Queens",2016,"Baisley Blvd bet Guy R Brewer & Bedell St",40.67837307,-73.77948046
"793","Jackson Heights Greenmarket","Queens",2016,"34th Ave & 78th St",40.75334737,-73.88875792
"794","Jamaica's Down to Earth Farmers' Market - Friday market","Queens",2016,"Parsons Blvd bet Jamaica and Archer Aves",40.70248213,-73.79992225
"795","Jamaica's Down to Earth Farmers' Market - Saturday market","Queens",2016,"160th St & Jamaica Ave",40.70375985,-73.7991502
"796","Pomonok Community-Run Farmers' Market","Queens",2016,"67-09 Kissena Blvd",40.73504052,-73.81466206
"797","Queens Botanical Garden's Down to Earth Farmers' Market","Queens",2016,"Dahlia Ave at Main St ",40.75186765,-73.82636341
"798","Queens Hospital Center Farmers' Market","Queens",2016,"82-68 164th St, in front of Ambulatory Care Pavilion",40.71723366,-73.8036028
"799","Queens Hospital Center Farmers' Market II","Queens",2016,"114-02 Guy R Brewer Blvd., Jamaica",40.68876005,-73.78567342
"800","Ridgewood Youthmarket","Queens",2016,"Cypress Ave bet Myrtle & Putnam Aves",40.70037567,-73.90661902
"801","Rockaway Beach Youthmarket","Queens",2016,"Beach 58th St & Beach Channel Dr",40.59450005,-73.78807882
"802","Socrates Sculpture Park Greenmarket","Queens",2016,"Vernon Blvd & Broadway, inside park",40.7677,-73.93618537
"803","Sunnyside Greenmarket","Queens",2016,"Skillman Ave bet 42nd & 43rd Sts",40.74689899,-73.92079851
"804","Skyline Youth Farmers' Market","Staten Island",2016,"Clyde Pl bet Prospect & Harvard Aves",40.639903,-74.08953
"805","Snug Harbor Farmers' Market","Staten Island",2016,"1000 Richmond Terrace",40.642627,-74.101258
"806","St. George Greenmarket","Staten Island",2016,"St. Marks Pl & Hyatt St",40.641607,-74.077292
"807","Staten Island Mall Greenmarket","Staten Island",2016,"Marsh Ave & Ring Rd",40.583867,-74.159757
"808","170 Farm Stand","Bronx",2017,"170th St and Townsend Ave",40.840095,-73.916827
"809","Bissel Gardens Farmers' Market","Bronx",2017,"Baychester Ave & E 241st St ",40.90152793,-73.84693885
"810","Bronx Borough Hall Greenmarket","Bronx",2017,"Grand Concourse bet. 161st St. & 162nd St.",40.82772964,-73.92223437
"811","Fordham Plaza Greenmarket ","Bronx",2017,"Fordham Plaza - Park Ave. btw 189th St. and E Fordham Rd. ",40.860343,-73.891224
"812","Friends of Van Cortlandt Park Amalgamated Housing Youth Farmstand","Bronx",2017,"Orloff Ave & Gale Pl ",40.88268166,-73.89010772
"813","Harvest Home Co-op City Farmers' Market","Bronx",2017,"Asch Loop & Aldrich St.",40.87278628,-73.82615613
"814","Harvest Home Hunts Point Market","Bronx",2017,"E 163rd St & Hunts Point Ave",40.82099409,-73.89161474
"815","Harvest Home Jacobi Hospital Farmers' Market","Bronx",2017,"1400 Pelham Pkwy at Eastchester Rd",40.8574346,-73.84708009
"816","Harvest Home Mt. Eden Farmers' Market","Bronx",2017,"Mt. Eden & Morris Aves",40.84276419,-73.9095888
"817","Harvest Home North Central Bronx Farmers' Market","Bronx",2017,"Mosholu Pkwy & Jerome Ave",40.87887971,-73.88567667
"818","Harvest Home Soundview Farmers' Market","Bronx",2017,"Morrison Ave & Harrod Pl",40.82905437,-73.87443772
"819","Harvest Home St. Mary's Park Market","Bronx",2017,"149th St & St. Ann's Ave",40.81427663,-73.91295475
"820","Kingsbridge-Riverdale Farmers' Market ","Bronx",2017,"260 W 231st St",40.879974,-73.907356
"821","La Familia Verde Farmers' Market","Bronx",2017,"E Tremont Ave bet LaFontaine & Arthur Aves",40.84649501,-73.8943382
"822","Learn It, Grow It, Eat It Youthmarket","Bronx",2017,"McKinley Sq at 169th St & Boston Rd",40.83115177,-73.90016595
"823","Lincoln Hospital Greenmarket","Bronx",2017,"149th St. between Park Ave. & Morris Ave.",40.81739612,-73.92275947
"824","Mott Haven Farmers' Market ","Bronx",2017,"139th St & St. Ann's Ave, at Padre Plaza Success Garden",40.80751388,-73.91701657
"825","Norwood Youthmarket","Bronx",2017,"E Gun Hill Rd & Dekalb Ave",40.88222844,-73.88045976
"826","Parkchester Greenmarket","Bronx",2017,"Westchester Ave. & White Plains Rd.",40.83305633,-73.86254119
"827","Poe Park Greenmarket","Bronx",2017,"E. 192 St. & Grand Concourse",40.864381,-73.895027
"828","Riverdale Y Sunday Farmers' Market","Bronx",2017,"MS/HS 141, Independence Ave bet 236th & 237th Sts",40.887714,-73.913255
"829","Riverdale Youthmarket ","Bronx",2017,"256th St & Mosholu Ave",40.90387505,-73.90311352
"830","South Bronx Farmers' Market","Bronx",2017,"138th St bet Willis & Alexander Aves",40.81006105,-73.92514495
"831","Taqwa Community Farmers' Market","Bronx",2017,"90 West 164th St bet Ogden & Nelson Aves Ogden Aves",40.83292449,-73.92938696
"832","Bartel-Pritchard Square Greenmarket","Brooklyn",2017,"Prospect Park W and 15th St.",40.869727,-73.857372
"833","Bay Ridge Greenmarket","Brooklyn",2017,"95 St & 3 Ave.",40.66096396,-73.98020639
"834","Bensonhurst Greenmarket","Brooklyn",2017,"81 St. & 18 Ave.",40.61728571,-74.03358994
"835","Borough Park Greenmarket","Brooklyn",2017,"14 Ave. between 49 St. & 50 St.",40.60966683,-73.99975579
"836","Brooklyn Borough Hall Greenmarket","Brooklyn",2017,"Court St. and Montague St.",40.63370403,-73.98991701
